gene	baseMean	log2FoldChange	padj	Comparison
PLAT	13.1530853363834	-7.24794727058906	0.0134727083049528	Short Survivor PC2 vs. Long Survivor PC2
TEX15	15.926799953382	-7.23259940944069	0.0254326862973193	Short Survivor PC2 vs. Long Survivor PC2
SPEG	31.5083337353354	-7.21803191940181	0.025217972383167	Short Survivor PC2 vs. Long Survivor PC2
TTTY10	193.800431074665	-7.16930970359057	0.00865967670468738	Short Survivor PC2 vs. Long Survivor PC2
TMSB4Y	27.4709356845949	-7.13840604664709	0.0893382645847178	Short Survivor PC2 vs. Long Survivor PC2
HBG1	160.352213953621	-7.09681042266684	0.0532290329693142	Short Survivor PC2 vs. Long Survivor PC2
TMEM98	116.106260656693	-7.08451357444644	0.0115930010654453	Short Survivor PC2 vs. Long Survivor PC2
PDZRN3	9.98751088968666	-6.96404844866997	0.0809274837035909	Short Survivor PC2 vs. Long Survivor PC2
SHANK2	32.8029721309645	-6.93081457772523	0.0210508407421467	Short Survivor PC2 vs. Long Survivor PC2
ROBO2	9.37858233791179	-6.8344491764023	0.0414660441417921	Short Survivor PC2 vs. Long Survivor PC2
SCARA3	21.9862658807043	-6.81591173816582	0.0561059926693589	Short Survivor PC2 vs. Long Survivor PC2
SIAH3	17.3274257935299	-6.7274112748533	0.0261029137672719	Short Survivor PC2 vs. Long Survivor PC2
APLNR	9.2669023938619	-6.72026295684548	0.0971496268335723	Short Survivor PC2 vs. Long Survivor PC2
TRPM2-AS	16.2143873417256	-6.66778914202952	0.0979280682584448	Short Survivor PC2 vs. Long Survivor PC2
LDB2	42.8546388881263	-6.61119024309626	0.0738473737211683	Short Survivor PC2 vs. Long Survivor PC2
ZFY	342.556724670198	-6.60337948534595	0.0709114084904325	Short Survivor PC2 vs. Long Survivor PC2
BTNL9	83.0416877323607	-6.60102942197566	0.0235258422159648	Short Survivor PC2 vs. Long Survivor PC2
TRPM4	18.6529461233575	-6.5890138914161	0.0299787763965631	Short Survivor PC2 vs. Long Survivor PC2
ARHGEF25	14.3734859221395	-6.51538099367139	0.0130117526291337	Short Survivor PC2 vs. Long Survivor PC2
CC2D2A	10.6827300861595	-6.49192345438608	0.0581037231053298	Short Survivor PC2 vs. Long Survivor PC2
SNORA75	73.6101452760874	-6.43606293486395	0.018668879154829	Short Survivor PC2 vs. Long Survivor PC2
CCL14	53.0736851211113	-6.42449241048132	0.0404021458176318	Short Survivor PC2 vs. Long Survivor PC2
SYNC	79.5992845008834	-6.39876064432237	0.0484747835951894	Short Survivor PC2 vs. Long Survivor PC2
PLIN4	8.35549003272821	-6.3777490187138	0.0416687059024605	Short Survivor PC2 vs. Long Survivor PC2
HSD17B14	12.5387475090565	-6.34778123809971	0.0210508407421467	Short Survivor PC2 vs. Long Survivor PC2
SNORD16	43.8186904566369	-6.24060352056261	0.0219501978575732	Short Survivor PC2 vs. Long Survivor PC2
CCM2L	4.92171572409865	-6.19999735192721	0.0287511253919789	Short Survivor PC2 vs. Long Survivor PC2
TRIL	7.1541501755175	-6.16823225579508	0.0598253894961883	Short Survivor PC2 vs. Long Survivor PC2
TPRG1	8.3569148121775	-6.15000772709725	0.0987329402371429	Short Survivor PC2 vs. Long Survivor PC2
AC073111.2	14.3213592830279	-6.0566235700939	0.0791715822600518	Short Survivor PC2 vs. Long Survivor PC2
AC004148.1	15.0613762443862	-6.01796912142315	0.0567284254648226	Short Survivor PC2 vs. Long Survivor PC2
METRN	14.4150206638975	-5.96381347089554	0.00682206923135494	Short Survivor PC2 vs. Long Survivor PC2
SORBS2	6.52014795363123	-5.86082537233215	0.0599042852288716	Short Survivor PC2 vs. Long Survivor PC2
ABCC6	19.1056324191585	-5.82467371716758	0.0303015674242639	Short Survivor PC2 vs. Long Survivor PC2
NFIB	260.06345854714	-5.77510223245444	0.00378381453065148	Short Survivor PC2 vs. Long Survivor PC2
KLRG2	8.07772458128581	-5.73078256232777	0.0421290742257205	Short Survivor PC2 vs. Long Survivor PC2
LRRC4C	11.2007397862126	-5.72667118102475	0.0987329402371429	Short Survivor PC2 vs. Long Survivor PC2
FAM95C	40.3750801924886	-5.71230351979351	0.0894292236735945	Short Survivor PC2 vs. Long Survivor PC2
NFASC	7.10505960953567	-5.69261084503867	0.042552981534803	Short Survivor PC2 vs. Long Survivor PC2
STAB2	150.394419744321	-5.6840445169838	0.0209422067474667	Short Survivor PC2 vs. Long Survivor PC2
MAGI1	40.9155397781145	-5.65990219990327	0.00205480484808837	Short Survivor PC2 vs. Long Survivor PC2
SNORD10	712.379135240542	-5.65561245593012	0.0219501978575732	Short Survivor PC2 vs. Long Survivor PC2
CORO2B	11.9255361280437	-5.58455858011415	0.0974570266806704	Short Survivor PC2 vs. Long Survivor PC2
AL118505.1	6.70920726587724	-5.52407943954736	0.0352437743960774	Short Survivor PC2 vs. Long Survivor PC2
PRRG1	35.194660667335	-5.52195044923129	0.00396359762454208	Short Survivor PC2 vs. Long Survivor PC2
TGFB2	11.4874968448971	-5.51895914423153	0.0302344898562836	Short Survivor PC2 vs. Long Survivor PC2
ABCC6P1	8.1963246473259	-5.50953194538341	0.0951024420685788	Short Survivor PC2 vs. Long Survivor PC2
MPDZ	266.931615556167	-5.503001070686	0.0183995637387318	Short Survivor PC2 vs. Long Survivor PC2
CCDC187	16.2393095222557	-5.46845827005734	0.0792332457987609	Short Survivor PC2 vs. Long Survivor PC2
GABRE	25.9275889937523	-5.43300594936296	0.025217972383167	Short Survivor PC2 vs. Long Survivor PC2
ZNF695	60.0396243729087	-5.39845163376312	5.59927568716861e-06	Short Survivor PC2 vs. Long Survivor PC2
ANKRD18A	176.671681442895	-5.36856892287293	0.0567284254648226	Short Survivor PC2 vs. Long Survivor PC2
COL4A2	62.3881125403304	-5.35495134095839	0.0970187932405145	Short Survivor PC2 vs. Long Survivor PC2
AMOTL2	27.3466191721518	-5.34516798593949	0.0321245725906587	Short Survivor PC2 vs. Long Survivor PC2
OR6A2	30.3542541984719	-5.33931334279304	0.0581037231053298	Short Survivor PC2 vs. Long Survivor PC2
RGMA	18.8489040620097	-5.33663567900675	0.0623897337733054	Short Survivor PC2 vs. Long Survivor PC2
SNORA16A	28.3367738879007	-5.33657274871562	0.0545018872212753	Short Survivor PC2 vs. Long Survivor PC2
RNU12	107.967922071198	-5.32937178828992	0.0967539356760028	Short Survivor PC2 vs. Long Survivor PC2
CD24P4	6.03474050830333	-5.32367466960544	0.046970922771792	Short Survivor PC2 vs. Long Survivor PC2
LINC01284	8.03525870952374	-5.32360292197857	0.0434331015262528	Short Survivor PC2 vs. Long Survivor PC2
TUB	67.3930476768859	-5.25310669380215	0.0693321116941511	Short Survivor PC2 vs. Long Survivor PC2
LINC00472	28.8333639627814	-5.22092898606307	0.008665480091877	Short Survivor PC2 vs. Long Survivor PC2
